[2021-03-16 17:03:47.591473] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2106
[2021-03-16 17:03:47.591485] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2105
[2021-03-16 17:03:47.591492] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2104
[2021-03-16 17:03:47.591496] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: zn2103
[2021-03-16 17:03:47.591502] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2201
[2021-03-16 17:03:47.591588] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2112
[2021-03-16 17:03:47.591598] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2111
[2021-03-16 17:03:47.591603] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2109
[2021-03-16 17:03:47.591610] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2108
[2021-03-16 17:03:47.591621] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2107
[2021-03-16 17:03:47.591725] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2105
[2021-03-16 17:03:47.591733] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: y2103
[2021-03-16 17:03:47.591737] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2202
[2021-03-16 17:03:47.591742] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2201
[2021-03-16 17:03:47.591746] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2112
[2021-03-16 17:03:47.591750] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2111
[2021-03-16 17:03:47.591755] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2110
[2021-03-16 17:03:47.591759] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2109
[2021-03-16 17:03:47.591764] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2108
[2021-03-16 17:03:47.591768] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2107
[2021-03-16 17:03:47.591772] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2106
[2021-03-16 17:03:47.591777] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2105
[2021-03-16 17:03:47.591781] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2104
[2021-03-16 17:03:47.591785] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: wr2103
[2021-03-16 17:03:47.592641] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2202
[2021-03-16 17:03:47.592649] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2201
[2021-03-16 17:03:47.592665] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2112
[2021-03-16 17:03:47.592672] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2111
[2021-03-16 17:03:47.592678] [166281] [info] [MyMarketSpi.cpp:56(OnRspSubMarketData)] OnRspSubMarketData, subscribe success: v2110
